sku,board,board_label,unit_code,unit_key,unit_title,section_code,section_key,section_title,subtopic_code,subtopic_id,subtopic_title,tier_scope,listing_title,subtitle,short_description,description_markdown,seo_title,seo_description,price_early_bird,price_regular,early_bird_end_date,release_date,kahoot_url,worksheet_url,section_bundle_url,unit_bundle_url,payhip_url_seed,deliver_now,deliver_on_release,bonus,tags,cta_label
L1-CIE0580-C2-10,cie0580,CIE 0580,U2,algebra,Algebra and Graphs,C2,algebra-c2,Algebra and Graphs (Core),C2-10,cie0580:algebra-c2:c2-10-graphs-of-functions,Graphs Of Functions,Core,CIE 0580 C2-10 Graphs Of Functions Worksheet + Kahoot Companion (Core),Early-Bird Presale | Core | SubTopic MVP,Early-bird presale for CIE 0580 C2-10 Graphs Of Functions (Core). Worksheet + answers + Kahoot companion are delivered on release.,"This is the early-bird presale for **CIE 0580 C2-10 Graphs Of Functions** (Core) in **Algebra and Graphs / Algebra and Graphs (Core)**.

### What this SubTopic covers
- Focused exam-spec practice for one micro-topic
- Built to pair worksheet drills with Kahoot recap flow
- Fast MVP purchase point for targeted revision

### What you receive now (presale stage)
- Presale placeholder + entitlement confirmation + release updates.

### What you receive on release (April 30, 2026)
- SubTopic worksheet PDF + answers + Kahoot companion updates.

### Kahoot companion
- Dedicated Kahoot link for this SubTopic: https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c2-10

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Step 1: SubTopic MVP (this listing)
- Step 2: Section bundle (L2): https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c2
- Step 3: Unit bundle (L3): https://payhip.com/25maths?src=cie0580-unit-algebra

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 C2-10 Graphs Of Functions Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Early-bird presale for CIE 0580 C2-10 Graphs Of Functions (Core). Worksheet + answers + Kahoot companion are delivered on release.,US$3,US$4,2026-03-31,2026-04-30,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c2-10,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c2-10,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c2,https://payhip.com/25maths?src=cie0580-unit-algebra,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c2-10,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","kahoot,presale,l1,cie0580,core,unit:algebra,section:c2,subtopic:c2-10",Get SubTopic Early-Bird Access
L1-CIE0580-C2-11,cie0580,CIE 0580,U2,algebra,Algebra and Graphs,C2,algebra-c2,Algebra and Graphs (Core),C2-11,cie0580:algebra-c2:c2-11-sketching-curves,Sketching Curves,Core,CIE 0580 C2-11 Sketching Curves Worksheet + Kahoot Companion (Core),Early-Bird Presale | Core | SubTopic MVP,Early-bird presale for CIE 0580 C2-11 Sketching Curves (Core). Worksheet + answers + Kahoot companion are delivered on release.,"This is the early-bird presale for **CIE 0580 C2-11 Sketching Curves** (Core) in **Algebra and Graphs / Algebra and Graphs (Core)**.

### What this SubTopic covers
- Focused exam-spec practice for one micro-topic
- Built to pair worksheet drills with Kahoot recap flow
- Fast MVP purchase point for targeted revision

### What you receive now (presale stage)
- Presale placeholder + entitlement confirmation + release updates.

### What you receive on release (April 30, 2026)
- SubTopic worksheet PDF + answers + Kahoot companion updates.

### Kahoot companion
- Dedicated Kahoot link for this SubTopic: https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c2-11

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Step 1: SubTopic MVP (this listing)
- Step 2: Section bundle (L2): https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c2
- Step 3: Unit bundle (L3): https://payhip.com/25maths?src=cie0580-unit-algebra

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 C2-11 Sketching Curves Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Early-bird presale for CIE 0580 C2-11 Sketching Curves (Core). Worksheet + answers + Kahoot companion are delivered on release.,US$3,US$4,2026-03-31,2026-04-30,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c2-11,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c2-11,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c2,https://payhip.com/25maths?src=cie0580-unit-algebra,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c2-11,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","kahoot,presale,l1,cie0580,core,unit:algebra,section:c2,subtopic:c2-11",Get SubTopic Early-Bird Access
L1-CIE0580-C3-01,cie0580,CIE 0580,U3,coordinate,Coordinate Geometry,C3,coordinate-c3,Coordinate Geometry (Core),C3-01,cie0580:coordinate-c3:c3-01-coordinates,Coordinates,Core,CIE 0580 C3-01 Coordinates Worksheet + Kahoot Companion (Core),Early-Bird Presale | Core | SubTopic MVP,Early-bird presale for CIE 0580 C3-01 Coordinates (Core). Worksheet + answers + Kahoot companion are delivered on release.,"This is the early-bird presale for **CIE 0580 C3-01 Coordinates** (Core) in **Coordinate Geometry / Coordinate Geometry (Core)**.

### What this SubTopic covers
- Focused exam-spec practice for one micro-topic
- Built to pair worksheet drills with Kahoot recap flow
- Fast MVP purchase point for targeted revision

### What you receive now (presale stage)
- Presale placeholder + entitlement confirmation + release updates.

### What you receive on release (April 30, 2026)
- SubTopic worksheet PDF + answers + Kahoot companion updates.

### Kahoot companion
- Dedicated Kahoot link for this SubTopic: https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c3-01

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Step 1: SubTopic MVP (this listing)
- Step 2: Section bundle (L2): https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c3
- Step 3: Unit bundle (L3): https://payhip.com/25maths?src=cie0580-unit-coordinate

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 C3-01 Coordinates Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Early-bird presale for CIE 0580 C3-01 Coordinates (Core). Worksheet + answers + Kahoot companion are delivered on release.,US$3,US$4,2026-03-31,2026-04-30,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c3-01,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c3-01,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c3,https://payhip.com/25maths?src=cie0580-unit-coordinate,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c3-01,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","kahoot,presale,l1,cie0580,core,unit:coordinate,section:c3,subtopic:c3-01",Get SubTopic Early-Bird Access
L1-CIE0580-C3-02,cie0580,CIE 0580,U3,coordinate,Coordinate Geometry,C3,coordinate-c3,Coordinate Geometry (Core),C3-02,cie0580:coordinate-c3:c3-02-drawing-linear-graphs,Drawing Linear Graphs,Core,CIE 0580 C3-02 Drawing Linear Graphs Worksheet + Kahoot Companion (Core),Early-Bird Presale | Core | SubTopic MVP,Early-bird presale for CIE 0580 C3-02 Drawing Linear Graphs (Core). Worksheet + answers + Kahoot companion are delivered on release.,"This is the early-bird presale for **CIE 0580 C3-02 Drawing Linear Graphs** (Core) in **Coordinate Geometry / Coordinate Geometry (Core)**.

### What this SubTopic covers
- Focused exam-spec practice for one micro-topic
- Built to pair worksheet drills with Kahoot recap flow
- Fast MVP purchase point for targeted revision

### What you receive now (presale stage)
- Presale placeholder + entitlement confirmation + release updates.

### What you receive on release (April 30, 2026)
- SubTopic worksheet PDF + answers + Kahoot companion updates.

### Kahoot companion
- Dedicated Kahoot link for this SubTopic: https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c3-02

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Step 1: SubTopic MVP (this listing)
- Step 2: Section bundle (L2): https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c3
- Step 3: Unit bundle (L3): https://payhip.com/25maths?src=cie0580-unit-coordinate

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 C3-02 Drawing Linear Graphs Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Early-bird presale for CIE 0580 C3-02 Drawing Linear Graphs (Core). Worksheet + answers + Kahoot companion are delivered on release.,US$3,US$4,2026-03-31,2026-04-30,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c3-02,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c3-02,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c3,https://payhip.com/25maths?src=cie0580-unit-coordinate,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c3-02,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","kahoot,presale,l1,cie0580,core,unit:coordinate,section:c3,subtopic:c3-02",Get SubTopic Early-Bird Access
L1-CIE0580-C3-03,cie0580,CIE 0580,U3,coordinate,Coordinate Geometry,C3,coordinate-c3,Coordinate Geometry (Core),C3-03,cie0580:coordinate-c3:c3-03-gradient-of-linear-graphs,Gradient Of Linear Graphs,Core,CIE 0580 C3-03 Gradient Of Linear Graphs Worksheet + Kahoot Companion (Core),Early-Bird Presale | Core | SubTopic MVP,Early-bird presale for CIE 0580 C3-03 Gradient Of Linear Graphs (Core). Worksheet + answers + Kahoot companion are delivered on release.,"This is the early-bird presale for **CIE 0580 C3-03 Gradient Of Linear Graphs** (Core) in **Coordinate Geometry / Coordinate Geometry (Core)**.

### What this SubTopic covers
- Focused exam-spec practice for one micro-topic
- Built to pair worksheet drills with Kahoot recap flow
- Fast MVP purchase point for targeted revision

### What you receive now (presale stage)
- Presale placeholder + entitlement confirmation + release updates.

### What you receive on release (April 30, 2026)
- SubTopic worksheet PDF + answers + Kahoot companion updates.

### Kahoot companion
- Dedicated Kahoot link for this SubTopic: https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c3-03

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Step 1: SubTopic MVP (this listing)
- Step 2: Section bundle (L2): https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c3
- Step 3: Unit bundle (L3): https://payhip.com/25maths?src=cie0580-unit-coordinate

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 C3-03 Gradient Of Linear Graphs Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Early-bird presale for CIE 0580 C3-03 Gradient Of Linear Graphs (Core). Worksheet + answers + Kahoot companion are delivered on release.,US$3,US$4,2026-03-31,2026-04-30,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c3-03,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c3-03,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c3,https://payhip.com/25maths?src=cie0580-unit-coordinate,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c3-03,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","kahoot,presale,l1,cie0580,core,unit:coordinate,section:c3,subtopic:c3-03",Get SubTopic Early-Bird Access
L1-CIE0580-C3-05,cie0580,CIE 0580,U3,coordinate,Coordinate Geometry,C3,coordinate-c3,Coordinate Geometry (Core),C3-05,cie0580:coordinate-c3:c3-05-equations-of-linear-graphs,Equations Of Linear Graphs,Core,CIE 0580 C3-05 Equations Of Linear Graphs Worksheet + Kahoot Companion (Core),Early-Bird Presale | Core | SubTopic MVP,Early-bird presale for CIE 0580 C3-05 Equations Of Linear Graphs (Core). Worksheet + answers + Kahoot companion are delivered on release.,"This is the early-bird presale for **CIE 0580 C3-05 Equations Of Linear Graphs** (Core) in **Coordinate Geometry / Coordinate Geometry (Core)**.

### What this SubTopic covers
- Focused exam-spec practice for one micro-topic
- Built to pair worksheet drills with Kahoot recap flow
- Fast MVP purchase point for targeted revision

### What you receive now (presale stage)
- Presale placeholder + entitlement confirmation + release updates.

### What you receive on release (April 30, 2026)
- SubTopic worksheet PDF + answers + Kahoot companion updates.

### Kahoot companion
- Dedicated Kahoot link for this SubTopic: https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c3-05

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Step 1: SubTopic MVP (this listing)
- Step 2: Section bundle (L2): https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c3
- Step 3: Unit bundle (L3): https://payhip.com/25maths?src=cie0580-unit-coordinate

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 C3-05 Equations Of Linear Graphs Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Early-bird presale for CIE 0580 C3-05 Equations Of Linear Graphs (Core). Worksheet + answers + Kahoot companion are delivered on release.,US$3,US$4,2026-03-31,2026-04-30,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c3-05,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c3-05,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c3,https://payhip.com/25maths?src=cie0580-unit-coordinate,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c3-05,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","kahoot,presale,l1,cie0580,core,unit:coordinate,section:c3,subtopic:c3-05",Get SubTopic Early-Bird Access
L1-CIE0580-C3-06,cie0580,CIE 0580,U3,coordinate,Coordinate Geometry,C3,coordinate-c3,Coordinate Geometry (Core),C3-06,cie0580:coordinate-c3:c3-06-parallel-lines,Parallel Lines,Core,CIE 0580 C3-06 Parallel Lines Worksheet + Kahoot Companion (Core),Early-Bird Presale | Core | SubTopic MVP,Early-bird presale for CIE 0580 C3-06 Parallel Lines (Core). Worksheet + answers + Kahoot companion are delivered on release.,"This is the early-bird presale for **CIE 0580 C3-06 Parallel Lines** (Core) in **Coordinate Geometry / Coordinate Geometry (Core)**.

### What this SubTopic covers
- Focused exam-spec practice for one micro-topic
- Built to pair worksheet drills with Kahoot recap flow
- Fast MVP purchase point for targeted revision

### What you receive now (presale stage)
- Presale placeholder + entitlement confirmation + release updates.

### What you receive on release (April 30, 2026)
- SubTopic worksheet PDF + answers + Kahoot companion updates.

### Kahoot companion
- Dedicated Kahoot link for this SubTopic: https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c3-06

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Step 1: SubTopic MVP (this listing)
- Step 2: Section bundle (L2): https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c3
- Step 3: Unit bundle (L3): https://payhip.com/25maths?src=cie0580-unit-coordinate

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 C3-06 Parallel Lines Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Early-bird presale for CIE 0580 C3-06 Parallel Lines (Core). Worksheet + answers + Kahoot companion are delivered on release.,US$3,US$4,2026-03-31,2026-04-30,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c3-06,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c3-06,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c3,https://payhip.com/25maths?src=cie0580-unit-coordinate,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c3-06,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","kahoot,presale,l1,cie0580,core,unit:coordinate,section:c3,subtopic:c3-06",Get SubTopic Early-Bird Access
L1-CIE0580-C4-01,cie0580,CIE 0580,U4,geometry,Geometry,C4,geometry-c4,Geometry (Core),C4-01,cie0580:geometry-c4:c4-01-geometrical-terms,Geometrical Terms,Core,CIE 0580 C4-01 Geometrical Terms Worksheet + Kahoot Companion (Core),Early-Bird Presale | Core | SubTopic MVP,Early-bird presale for CIE 0580 C4-01 Geometrical Terms (Core). Worksheet + answers + Kahoot companion are delivered on release.,"This is the early-bird presale for **CIE 0580 C4-01 Geometrical Terms** (Core) in **Geometry / Geometry (Core)**.

### What this SubTopic covers
- Focused exam-spec practice for one micro-topic
- Built to pair worksheet drills with Kahoot recap flow
- Fast MVP purchase point for targeted revision

### What you receive now (presale stage)
- Presale placeholder + entitlement confirmation + release updates.

### What you receive on release (April 30, 2026)
- SubTopic worksheet PDF + answers + Kahoot companion updates.

### Kahoot companion
- Dedicated Kahoot link for this SubTopic: https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c4-01

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Step 1: SubTopic MVP (this listing)
- Step 2: Section bundle (L2): https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c4
- Step 3: Unit bundle (L3): https://payhip.com/25maths?src=cie0580-unit-geometry

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 C4-01 Geometrical Terms Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Early-bird presale for CIE 0580 C4-01 Geometrical Terms (Core). Worksheet + answers + Kahoot companion are delivered on release.,US$3,US$4,2026-03-31,2026-04-30,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c4-01,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c4-01,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c4,https://payhip.com/25maths?src=cie0580-unit-geometry,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c4-01,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","kahoot,presale,l1,cie0580,core,unit:geometry,section:c4,subtopic:c4-01",Get SubTopic Early-Bird Access
L1-CIE0580-C4-02,cie0580,CIE 0580,U4,geometry,Geometry,C4,geometry-c4,Geometry (Core),C4-02,cie0580:geometry-c4:c4-02-geometrical-constructions,Geometrical Constructions,Core,CIE 0580 C4-02 Geometrical Constructions Worksheet + Kahoot Companion (Core),Early-Bird Presale | Core | SubTopic MVP,Early-bird presale for CIE 0580 C4-02 Geometrical Constructions (Core). Worksheet + answers + Kahoot companion are delivered on release.,"This is the early-bird presale for **CIE 0580 C4-02 Geometrical Constructions** (Core) in **Geometry / Geometry (Core)**.

### What this SubTopic covers
- Focused exam-spec practice for one micro-topic
- Built to pair worksheet drills with Kahoot recap flow
- Fast MVP purchase point for targeted revision

### What you receive now (presale stage)
- Presale placeholder + entitlement confirmation + release updates.

### What you receive on release (April 30, 2026)
- SubTopic worksheet PDF + answers + Kahoot companion updates.

### Kahoot companion
- Dedicated Kahoot link for this SubTopic: https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c4-02

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Step 1: SubTopic MVP (this listing)
- Step 2: Section bundle (L2): https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c4
- Step 3: Unit bundle (L3): https://payhip.com/25maths?src=cie0580-unit-geometry

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 C4-02 Geometrical Constructions Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Early-bird presale for CIE 0580 C4-02 Geometrical Constructions (Core). Worksheet + answers + Kahoot companion are delivered on release.,US$3,US$4,2026-03-31,2026-04-30,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c4-02,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c4-02,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c4,https://payhip.com/25maths?src=cie0580-unit-geometry,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c4-02,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","kahoot,presale,l1,cie0580,core,unit:geometry,section:c4,subtopic:c4-02",Get SubTopic Early-Bird Access
L1-CIE0580-C4-03,cie0580,CIE 0580,U4,geometry,Geometry,C4,geometry-c4,Geometry (Core),C4-03,cie0580:geometry-c4:c4-03-scale-drawings,Scale Drawings,Core,CIE 0580 C4-03 Scale Drawings Worksheet + Kahoot Companion (Core),Early-Bird Presale | Core | SubTopic MVP,Early-bird presale for CIE 0580 C4-03 Scale Drawings (Core). Worksheet + answers + Kahoot companion are delivered on release.,"This is the early-bird presale for **CIE 0580 C4-03 Scale Drawings** (Core) in **Geometry / Geometry (Core)**.

### What this SubTopic covers
- Focused exam-spec practice for one micro-topic
- Built to pair worksheet drills with Kahoot recap flow
- Fast MVP purchase point for targeted revision

### What you receive now (presale stage)
- Presale placeholder + entitlement confirmation + release updates.

### What you receive on release (April 30, 2026)
- SubTopic worksheet PDF + answers + Kahoot companion updates.

### Kahoot companion
- Dedicated Kahoot link for this SubTopic: https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c4-03

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Step 1: SubTopic MVP (this listing)
- Step 2: Section bundle (L2): https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c4
- Step 3: Unit bundle (L3): https://payhip.com/25maths?src=cie0580-unit-geometry

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 C4-03 Scale Drawings Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Early-bird presale for CIE 0580 C4-03 Scale Drawings (Core). Worksheet + answers + Kahoot companion are delivered on release.,US$3,US$4,2026-03-31,2026-04-30,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c4-03,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c4-03,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c4,https://payhip.com/25maths?src=cie0580-unit-geometry,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c4-03,Presale placeholder + entitlement confirmation + release updates.,SubTopic worksheet PDF + answers + Kahoot companion updates.,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.","kahoot,presale,l1,cie0580,core,unit:geometry,section:c4,subtopic:c4-03",Get SubTopic Early-Bird Access
