sku,board,board_label,unit_code,unit_key,unit_title,section_code,section_key,section_title,tier_scope,subtopic_count,listing_title,subtitle,short_description,description_markdown,seo_title,seo_description,price_early_bird,price_regular,early_bird_end_date,release_date,payhip_url_seed,tags,cta_label
L2-CIE0580-E2,cie0580,CIE 0580,U2,algebra,Algebra and Graphs,E2,algebra-e2,Algebra and Graphs (Extended),Extended,13,CIE 0580 E2 Algebra and Graphs (Extended) Section Bundle,Early-Bird Presale | Extended | Section Bundle,Early-bird presale for CIE 0580 Algebra and Graphs (Extended). Includes approx. 13 subtopics (Extended) with structured section-level worksheet and answer support.,"This is the early-bird presale for **CIE 0580 E2 Algebra and Graphs (Extended)** (Extended), inside the Algebra and Graphs unit.

### What this section covers
- Approx. **13 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (April 30, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 E2 Algebra and Graphs (Extended) Section Bundle | Early-Bird Presale,Early-bird presale for CIE 0580 Algebra and Graphs (Extended). Includes approx. 13 subtopics (Extended) with structured section-level worksheet and answer support.,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e2,"kahoot,presale,l2,cie0580,extended,unit:algebra,section:e2",Get Section Early-Bird Access
L2-CIE0580-E3,cie0580,CIE 0580,U3,coordinate,Coordinate Geometry,E3,coordinate-e3,Coordinate Geometry (Extended),Extended,7,CIE 0580 E3 Coordinate Geometry (Extended) Section Bundle,Early-Bird Presale | Extended | Section Bundle,Early-bird presale for CIE 0580 Coordinate Geometry (Extended). Includes approx. 7 subtopics (Extended) with structured section-level worksheet and answer support.,"This is the early-bird presale for **CIE 0580 E3 Coordinate Geometry (Extended)** (Extended), inside the Coordinate Geometry unit.

### What this section covers
- Approx. **7 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (April 30, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 E3 Coordinate Geometry (Extended) Section Bundle | Early-Bird Presale,Early-bird presale for CIE 0580 Coordinate Geometry (Extended). Includes approx. 7 subtopics (Extended) with structured section-level worksheet and answer support.,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e3,"kahoot,presale,l2,cie0580,extended,unit:coordinate,section:e3",Get Section Early-Bird Access
L2-CIE0580-E4,cie0580,CIE 0580,U4,geometry,Geometry,E4,geometry-e4,Geometry (Extended),Extended,8,CIE 0580 E4 Geometry (Extended) Section Bundle,Early-Bird Presale | Extended | Section Bundle,Early-bird presale for CIE 0580 Geometry (Extended). Includes approx. 8 subtopics (Extended) with structured section-level worksheet and answer support.,"This is the early-bird presale for **CIE 0580 E4 Geometry (Extended)** (Extended), inside the Geometry unit.

### What this section covers
- Approx. **8 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (April 30, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 E4 Geometry (Extended) Section Bundle | Early-Bird Presale,Early-bird presale for CIE 0580 Geometry (Extended). Includes approx. 8 subtopics (Extended) with structured section-level worksheet and answer support.,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e4,"kahoot,presale,l2,cie0580,extended,unit:geometry,section:e4",Get Section Early-Bird Access
L2-CIE0580-E5,cie0580,CIE 0580,U5,mensuration,Mensuration,E5,mensuration-e5,Mensuration (Extended),Extended,5,CIE 0580 E5 Mensuration (Extended) Section Bundle,Early-Bird Presale | Extended | Section Bundle,Early-bird presale for CIE 0580 Mensuration (Extended). Includes approx. 5 subtopics (Extended) with structured section-level worksheet and answer support.,"This is the early-bird presale for **CIE 0580 E5 Mensuration (Extended)** (Extended), inside the Mensuration unit.

### What this section covers
- Approx. **5 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (April 30, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 E5 Mensuration (Extended) Section Bundle | Early-Bird Presale,Early-bird presale for CIE 0580 Mensuration (Extended). Includes approx. 5 subtopics (Extended) with structured section-level worksheet and answer support.,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e5,"kahoot,presale,l2,cie0580,extended,unit:mensuration,section:e5",Get Section Early-Bird Access
L2-CIE0580-E6,cie0580,CIE 0580,U6,trigonometry,Trigonometry,E6,trigonometry-e6,Trigonometry (Extended),Extended,6,CIE 0580 E6 Trigonometry (Extended) Section Bundle,Early-Bird Presale | Extended | Section Bundle,Early-bird presale for CIE 0580 Trigonometry (Extended). Includes approx. 6 subtopics (Extended) with structured section-level worksheet and answer support.,"This is the early-bird presale for **CIE 0580 E6 Trigonometry (Extended)** (Extended), inside the Trigonometry unit.

### What this section covers
- Approx. **6 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (April 30, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 E6 Trigonometry (Extended) Section Bundle | Early-Bird Presale,Early-bird presale for CIE 0580 Trigonometry (Extended). Includes approx. 6 subtopics (Extended) with structured section-level worksheet and answer support.,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e6,"kahoot,presale,l2,cie0580,extended,unit:trigonometry,section:e6",Get Section Early-Bird Access
L2-CIE0580-E7,cie0580,CIE 0580,U7,transformations,Transformations and Vectors,E7,transformations-e7,Transformations and Vectors (Extended),Extended,4,CIE 0580 E7 Transformations and Vectors (Extended) Section Bundle,Early-Bird Presale | Extended | Section Bundle,Early-bird presale for CIE 0580 Transformations and Vectors (Extended). Includes approx. 4 subtopics (Extended) with structured section-level worksheet and answer support.,"This is the early-bird presale for **CIE 0580 E7 Transformations and Vectors (Extended)** (Extended), inside the Transformations and Vectors unit.

### What this section covers
- Approx. **4 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (April 30, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 E7 Transformations and Vectors (Extended) Section Bundle | Early-Bird Presale,Early-bird presale for CIE 0580 Transformations and Vectors (Extended). Includes approx. 4 subtopics (Extended) with structured section-level worksheet and answer support.,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e7,"kahoot,presale,l2,cie0580,extended,unit:transformations,section:e7",Get Section Early-Bird Access
L2-CIE0580-E8,cie0580,CIE 0580,U8,probability,Probability,E8,probability-e8,Probability (Extended),Extended,4,CIE 0580 E8 Probability (Extended) Section Bundle,Early-Bird Presale | Extended | Section Bundle,Early-bird presale for CIE 0580 Probability (Extended). Includes approx. 4 subtopics (Extended) with structured section-level worksheet and answer support.,"This is the early-bird presale for **CIE 0580 E8 Probability (Extended)** (Extended), inside the Probability unit.

### What this section covers
- Approx. **4 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (April 30, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 E8 Probability (Extended) Section Bundle | Early-Bird Presale,Early-bird presale for CIE 0580 Probability (Extended). Includes approx. 4 subtopics (Extended) with structured section-level worksheet and answer support.,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e8,"kahoot,presale,l2,cie0580,extended,unit:probability,section:e8",Get Section Early-Bird Access
L2-CIE0580-E9,cie0580,CIE 0580,U9,statistics,Statistics,E9,statistics-e9,Statistics (Extended),Extended,7,CIE 0580 E9 Statistics (Extended) Section Bundle,Early-Bird Presale | Extended | Section Bundle,Early-bird presale for CIE 0580 Statistics (Extended). Includes approx. 7 subtopics (Extended) with structured section-level worksheet and answer support.,"This is the early-bird presale for **CIE 0580 E9 Statistics (Extended)** (Extended), inside the Statistics unit.

### What this section covers
- Approx. **7 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (April 30, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **March 31, 2026**
- Official release: **April 30, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",CIE 0580 E9 Statistics (Extended) Section Bundle | Early-Bird Presale,Early-bird presale for CIE 0580 Statistics (Extended). Includes approx. 7 subtopics (Extended) with structured section-level worksheet and answer support.,US$12,US$16,2026-03-31,2026-04-30,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e9,"kahoot,presale,l2,cie0580,extended,unit:statistics,section:e9",Get Section Early-Bird Access
L2-EDX4MA1-F1,edexcel-4ma1,Edexcel 4MA1,U1,number,Number and Arithmetic,F1,number-f1,Number and Arithmetic (Foundation),Foundation,11,Edexcel 4MA1 F1 Number and Arithmetic (Foundation) Section Bundle,Early-Bird Presale | Foundation | Section Bundle,Early-bird presale for Edexcel 4MA1 Number and Arithmetic (Foundation). Includes approx. 11 subtopics (Foundation) with structured section-level worksheet and answer support.,"This is the early-bird presale for **Edexcel 4MA1 F1 Number and Arithmetic (Foundation)** (Foundation), inside the Number and Arithmetic unit.

### What this section covers
- Approx. **11 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (May 31, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **April 30, 2026**
- Official release: **May 31, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",Edexcel 4MA1 F1 Number and Arithmetic (Foundation) Section Bundle | Early-Bird Presale,Early-bird presale for Edexcel 4MA1 Number and Arithmetic (Foundation). Includes approx. 11 subtopics (Foundation) with structured section-level worksheet and answer support.,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f1,"kahoot,presale,l2,edexcel-4ma1,foundation,unit:number,section:f1",Get Section Early-Bird Access
L2-EDX4MA1-F2,edexcel-4ma1,Edexcel 4MA1,U2,equations,"Equations, Formulae and Identities",F2,equations-f2,"Equations, Formulae and Identities (Foundation)",Foundation,8,"Edexcel 4MA1 F2 Equations, Formulae and Identities (Foundation) Section Bundle",Early-Bird Presale | Foundation | Section Bundle,"Early-bird presale for Edexcel 4MA1 Equations, Formulae and Identities (Foundation). Includes approx. 8 subtopics (Foundation) with structured section-level worksheet and answer support.","This is the early-bird presale for **Edexcel 4MA1 F2 Equations, Formulae and Identities (Foundation)** (Foundation), inside the Equations, Formulae and Identities unit.

### What this section covers
- Approx. **8 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (May 31, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **April 30, 2026**
- Official release: **May 31, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.","Edexcel 4MA1 F2 Equations, Formulae and Identities (Foundation) Section Bundle | Early-Bird Presale","Early-bird presale for Edexcel 4MA1 Equations, Formulae and Identities (Foundation). Includes approx. 8 subtopics (Foundation) with structured section-level worksheet and answer support.",US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f2,"kahoot,presale,l2,edexcel-4ma1,foundation,unit:equations,section:f2",Get Section Early-Bird Access
L2-EDX4MA1-F3,edexcel-4ma1,Edexcel 4MA1,U3,sequences,"Functions, Sequences and Graphs",F3,sequences-f3,"Functions, Sequences and Graphs (Foundation)",Foundation,4,"Edexcel 4MA1 F3 Functions, Sequences and Graphs (Foundation) Section Bundle",Early-Bird Presale | Foundation | Section Bundle,"Early-bird presale for Edexcel 4MA1 Functions, Sequences and Graphs (Foundation). Includes approx. 4 subtopics (Foundation) with structured section-level worksheet and answer support.","This is the early-bird presale for **Edexcel 4MA1 F3 Functions, Sequences and Graphs (Foundation)** (Foundation), inside the Functions, Sequences and Graphs unit.

### What this section covers
- Approx. **4 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (May 31, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **April 30, 2026**
- Official release: **May 31, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.","Edexcel 4MA1 F3 Functions, Sequences and Graphs (Foundation) Section Bundle | Early-Bird Presale","Early-bird presale for Edexcel 4MA1 Functions, Sequences and Graphs (Foundation). Includes approx. 4 subtopics (Foundation) with structured section-level worksheet and answer support.",US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f3,"kahoot,presale,l2,edexcel-4ma1,foundation,unit:sequences,section:f3",Get Section Early-Bird Access
L2-EDX4MA1-F4,edexcel-4ma1,Edexcel 4MA1,U4,geometry,Geometry and Mensuration,F4,geometry-f4,Geometry and Mensuration (Foundation),Foundation,11,Edexcel 4MA1 F4 Geometry and Mensuration (Foundation) Section Bundle,Early-Bird Presale | Foundation | Section Bundle,Early-bird presale for Edexcel 4MA1 Geometry and Mensuration (Foundation). Includes approx. 11 subtopics (Foundation) with structured section-level worksheet and answer support.,"This is the early-bird presale for **Edexcel 4MA1 F4 Geometry and Mensuration (Foundation)** (Foundation), inside the Geometry and Mensuration unit.

### What this section covers
- Approx. **11 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (May 31, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **April 30, 2026**
- Official release: **May 31, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",Edexcel 4MA1 F4 Geometry and Mensuration (Foundation) Section Bundle | Early-Bird Presale,Early-bird presale for Edexcel 4MA1 Geometry and Mensuration (Foundation). Includes approx. 11 subtopics (Foundation) with structured section-level worksheet and answer support.,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f4,"kahoot,presale,l2,edexcel-4ma1,foundation,unit:geometry,section:f4",Get Section Early-Bird Access
L2-EDX4MA1-F5,edexcel-4ma1,Edexcel 4MA1,U5,vectors,Vectors and Transformations,F5,vectors-f5,Vectors and Transformations (Foundation),Foundation,2,Edexcel 4MA1 F5 Vectors and Transformations (Foundation) Section Bundle,Early-Bird Presale | Foundation | Section Bundle,Early-bird presale for Edexcel 4MA1 Vectors and Transformations (Foundation). Includes approx. 2 subtopics (Foundation) with structured section-level worksheet and answer support.,"This is the early-bird presale for **Edexcel 4MA1 F5 Vectors and Transformations (Foundation)** (Foundation), inside the Vectors and Transformations unit.

### What this section covers
- Approx. **2 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (May 31, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **April 30, 2026**
- Official release: **May 31, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",Edexcel 4MA1 F5 Vectors and Transformations (Foundation) Section Bundle | Early-Bird Presale,Early-bird presale for Edexcel 4MA1 Vectors and Transformations (Foundation). Includes approx. 2 subtopics (Foundation) with structured section-level worksheet and answer support.,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f5,"kahoot,presale,l2,edexcel-4ma1,foundation,unit:vectors,section:f5",Get Section Early-Bird Access
L2-EDX4MA1-F6,edexcel-4ma1,Edexcel 4MA1,U6,statistics,Statistics and Probability,F6,statistics-f6,Statistics and Probability (Foundation),Foundation,3,Edexcel 4MA1 F6 Statistics and Probability (Foundation) Section Bundle,Early-Bird Presale | Foundation | Section Bundle,Early-bird presale for Edexcel 4MA1 Statistics and Probability (Foundation). Includes approx. 3 subtopics (Foundation) with structured section-level worksheet and answer support.,"This is the early-bird presale for **Edexcel 4MA1 F6 Statistics and Probability (Foundation)** (Foundation), inside the Statistics and Probability unit.

### What this section covers
- Approx. **3 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (May 31, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **April 30, 2026**
- Official release: **May 31, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",Edexcel 4MA1 F6 Statistics and Probability (Foundation) Section Bundle | Early-Bird Presale,Early-bird presale for Edexcel 4MA1 Statistics and Probability (Foundation). Includes approx. 3 subtopics (Foundation) with structured section-level worksheet and answer support.,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f6,"kahoot,presale,l2,edexcel-4ma1,foundation,unit:statistics,section:f6",Get Section Early-Bird Access
L2-EDX4MA1-H1,edexcel-4ma1,Edexcel 4MA1,U1,number,Number and Arithmetic,H1,number-h1,Number and Arithmetic (Higher),Higher,11,Edexcel 4MA1 H1 Number and Arithmetic (Higher) Section Bundle,Early-Bird Presale | Higher | Section Bundle,Early-bird presale for Edexcel 4MA1 Number and Arithmetic (Higher). Includes approx. 11 subtopics (Higher) with structured section-level worksheet and answer support.,"This is the early-bird presale for **Edexcel 4MA1 H1 Number and Arithmetic (Higher)** (Higher), inside the Number and Arithmetic unit.

### What this section covers
- Approx. **11 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (May 31, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **April 30, 2026**
- Official release: **May 31, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.",Edexcel 4MA1 H1 Number and Arithmetic (Higher) Section Bundle | Early-Bird Presale,Early-bird presale for Edexcel 4MA1 Number and Arithmetic (Higher). Includes approx. 11 subtopics (Higher) with structured section-level worksheet and answer support.,US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h1,"kahoot,presale,l2,edexcel-4ma1,higher,unit:number,section:h1",Get Section Early-Bird Access
L2-EDX4MA1-H2,edexcel-4ma1,Edexcel 4MA1,U2,equations,"Equations, Formulae and Identities",H2,equations-h2,"Equations, Formulae and Identities (Higher)",Higher,8,"Edexcel 4MA1 H2 Equations, Formulae and Identities (Higher) Section Bundle",Early-Bird Presale | Higher | Section Bundle,"Early-bird presale for Edexcel 4MA1 Equations, Formulae and Identities (Higher). Includes approx. 8 subtopics (Higher) with structured section-level worksheet and answer support.","This is the early-bird presale for **Edexcel 4MA1 H2 Equations, Formulae and Identities (Higher)** (Higher), inside the Equations, Formulae and Identities unit.

### What this section covers
- Approx. **8 subtopics** focused on one syllabus section
- Designed for section-by-section exam preparation
- Aligned with Kahoot usage and worksheet progression

### What you receive now (presale stage)
- Presale entitlement confirmation
- Early-bird price lock
- Release updates for this section bundle

### What you receive on release (May 31, 2026)
- Section worksheet pack
- Section answer and worked support
- Section-focused Kahoot companion alignment

### Early-bird window
- Early-bird ends: **April 30, 2026**
- Official release: **May 31, 2026**

### Upgrade path
- Start here at section level (L2)
- Upgrade to full unit bundle (L3) when ready

### Bonus and retention
- Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.
- Need-based bilingual support path is available after purchase (not review-gated).

### Policy notes
- Presale terms are listed in the product page and project terms PDF.
- Dates are absolute and promises follow the listed release schedule.","Edexcel 4MA1 H2 Equations, Formulae and Identities (Higher) Section Bundle | Early-Bird Presale","Early-bird presale for Edexcel 4MA1 Equations, Formulae and Identities (Higher). Includes approx. 8 subtopics (Higher) with structured section-level worksheet and answer support.",US$11,US$15,2026-04-30,2026-05-31,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h2,"kahoot,presale,l2,edexcel-4ma1,higher,unit:equations,section:h2",Get Section Early-Bird Access
