category,board,tier,syllabus_code,kahoot_name,kahoot_description_en,tags,source_listing_file
course_pack,CIE 0580,Core,C7,CIE 0580 C7 | Transformations and Vectors Course Pack | Core Track,"This C7 Transformations and Vectors Course Pack includes 1 micro-topics aligned to the CIE 0580 syllabus. It is designed for structured revision with exam-style progression, misconception checks, and consistent objective-based practice. Suitable for classroom use, homework cycles, and independent IGCSE preparation.","CIE0580, IGCSEMaths, KahootMaths, CoreTrack, C7, CoursePack, TransformationsandVectors",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/cie0580/course-packs/c7-transformations-course-pack/listing-copy.md
course_pack,CIE 0580,Core,C8,CIE 0580 C8 | Probability Course Pack | Core Track,"This C8 Probability Course Pack includes 3 micro-topics aligned to the CIE 0580 syllabus. It is designed for structured revision with exam-style progression, misconception checks, and consistent objective-based practice. Suitable for classroom use, homework cycles, and independent IGCSE preparation.","CIE0580, IGCSEMaths, KahootMaths, CoreTrack, C8, CoursePack, Probability",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/cie0580/course-packs/c8-probability-course-pack/listing-copy.md
course_pack,CIE 0580,Core,C9,CIE 0580 C9 | Statistics Course Pack | Core Track,"This C9 Statistics Course Pack includes 4 micro-topics aligned to the CIE 0580 syllabus. It is designed for structured revision with exam-style progression, misconception checks, and consistent objective-based practice. Suitable for classroom use, homework cycles, and independent IGCSE preparation.","CIE0580, IGCSEMaths, KahootMaths, CoreTrack, C9, CoursePack, Statistics",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/cie0580/course-packs/c9-statistics-course-pack/listing-copy.md
course_pack,CIE 0580,Extended,E1,CIE 0580 E1 | Number Course Pack | Extended Track,"This E1 Number Course Pack includes 18 micro-topics aligned to the CIE 0580 syllabus. It is designed for structured revision with exam-style progression, misconception checks, and consistent objective-based practice. Suitable for classroom use, homework cycles, and independent IGCSE preparation.","CIE0580, IGCSEMaths, KahootMaths, ExtendedTrack, E1, CoursePack, Number",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/cie0580/course-packs/e1-number-course-pack/listing-copy.md
course_pack,CIE 0580,Extended,E2,CIE 0580 E2 | Algebra and Graphs Course Pack | Extended Track,"This E2 Algebra and Graphs Course Pack includes 13 micro-topics aligned to the CIE 0580 syllabus. It is designed for structured revision with exam-style progression, misconception checks, and consistent objective-based practice. Suitable for classroom use, homework cycles, and independent IGCSE preparation.","CIE0580, IGCSEMaths, KahootMaths, ExtendedTrack, E2, CoursePack, AlgebraandGraphs",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/cie0580/course-packs/e2-algebra-course-pack/listing-copy.md
course_pack,CIE 0580,Extended,E3,CIE 0580 E3 | Coordinate Geometry Course Pack | Extended Track,"This E3 Coordinate Geometry Course Pack includes 7 micro-topics aligned to the CIE 0580 syllabus. It is designed for structured revision with exam-style progression, misconception checks, and consistent objective-based practice. Suitable for classroom use, homework cycles, and independent IGCSE preparation.","CIE0580, IGCSEMaths, KahootMaths, ExtendedTrack, E3, CoursePack, CoordinateGeometry",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/cie0580/course-packs/e3-coordinate-course-pack/listing-copy.md
course_pack,CIE 0580,Extended,E4,CIE 0580 E4 | Geometry Course Pack | Extended Track,"This E4 Geometry Course Pack includes 8 micro-topics aligned to the CIE 0580 syllabus. It is designed for structured revision with exam-style progression, misconception checks, and consistent objective-based practice. Suitable for classroom use, homework cycles, and independent IGCSE preparation.","CIE0580, IGCSEMaths, KahootMaths, ExtendedTrack, E4, CoursePack, Geometry",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/cie0580/course-packs/e4-geometry-course-pack/listing-copy.md
course_pack,CIE 0580,Extended,E5,CIE 0580 E5 | Mensuration Course Pack | Extended Track,"This E5 Mensuration Course Pack includes 5 micro-topics aligned to the CIE 0580 syllabus. It is designed for structured revision with exam-style progression, misconception checks, and consistent objective-based practice. Suitable for classroom use, homework cycles, and independent IGCSE preparation.","CIE0580, IGCSEMaths, KahootMaths, ExtendedTrack, E5, CoursePack, Mensuration",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/cie0580/course-packs/e5-mensuration-course-pack/listing-copy.md
course_pack,CIE 0580,Extended,E6,CIE 0580 E6 | Trigonometry Course Pack | Extended Track,"This E6 Trigonometry Course Pack includes 6 micro-topics aligned to the CIE 0580 syllabus. It is designed for structured revision with exam-style progression, misconception checks, and consistent objective-based practice. Suitable for classroom use, homework cycles, and independent IGCSE preparation.","CIE0580, IGCSEMaths, KahootMaths, ExtendedTrack, E6, CoursePack, Trigonometry",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/cie0580/course-packs/e6-trigonometry-course-pack/listing-copy.md
course_pack,CIE 0580,Extended,E7,CIE 0580 E7 | Transformations and Vectors Course Pack | Extended Track,"This E7 Transformations and Vectors Course Pack includes 4 micro-topics aligned to the CIE 0580 syllabus. It is designed for structured revision with exam-style progression, misconception checks, and consistent objective-based practice. Suitable for classroom use, homework cycles, and independent IGCSE preparation.","CIE0580, IGCSEMaths, KahootMaths, ExtendedTrack, E7, CoursePack, TransformationsandVectors",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/cie0580/course-packs/e7-transformations-course-pack/listing-copy.md
course_pack,CIE 0580,Extended,E8,CIE 0580 E8 | Probability Course Pack | Extended Track,"This E8 Probability Course Pack includes 4 micro-topics aligned to the CIE 0580 syllabus. It is designed for structured revision with exam-style progression, misconception checks, and consistent objective-based practice. Suitable for classroom use, homework cycles, and independent IGCSE preparation.","CIE0580, IGCSEMaths, KahootMaths, ExtendedTrack, E8, CoursePack, Probability",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/cie0580/course-packs/e8-probability-course-pack/listing-copy.md
course_pack,CIE 0580,Extended,E9,CIE 0580 E9 | Statistics Course Pack | Extended Track,"This E9 Statistics Course Pack includes 7 micro-topics aligned to the CIE 0580 syllabus. It is designed for structured revision with exam-style progression, misconception checks, and consistent objective-based practice. Suitable for classroom use, homework cycles, and independent IGCSE preparation.","CIE0580, IGCSEMaths, KahootMaths, ExtendedTrack, E9, CoursePack, Statistics",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/cie0580/course-packs/e9-statistics-course-pack/listing-copy.md
course_pack,Edexcel 4MA1,Foundation Tier,F1,Edexcel 4MA1 F1 | Numbers and the Number System Course Pack | FOUNDATION TIER,"This F1 Numbers and the Number System Course Pack includes 11 micro-topics aligned to the Edexcel 4MA1 specification. It provides a full topic pathway from core fluency to exam-style applications, with targeted practice for common errors. Ideal for class revision, intervention lessons, and self-study preparation.","Edexcel4MA1, IGCSEMaths, FoundationTier, F1, CoursePack, NumbersandtheNumberSystem",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/edexcel-4ma1/course-packs/f1-numbers-and-the-number-system-course-pack/listing-copy.md
course_pack,Edexcel 4MA1,Foundation Tier,F2,"Edexcel 4MA1 F2 | Equations, Formulae and Identities Course Pack | FOUNDATION TIER","This F2 Equations, Formulae and Identities Course Pack includes 8 micro-topics aligned to the Edexcel 4MA1 specification. It provides a full topic pathway from core fluency to exam-style applications, with targeted practice for common errors. Ideal for class revision, intervention lessons, and self-study preparation.","Edexcel4MA1, IGCSEMaths, FoundationTier, F2, CoursePack, EquationsFormulaeandIdentities",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/edexcel-4ma1/course-packs/f2-equations-formulae-and-identities-course-pack/listing-copy.md
course_pack,Edexcel 4MA1,Foundation Tier,F3,"Edexcel 4MA1 F3 | Sequences, Functions and Graphs Course Pack | FOUNDATION TIER","This F3 Sequences, Functions and Graphs Course Pack includes 4 micro-topics aligned to the Edexcel 4MA1 specification. It provides a full topic pathway from core fluency to exam-style applications, with targeted practice for common errors. Ideal for class revision, intervention lessons, and self-study preparation.","Edexcel4MA1, IGCSEMaths, FoundationTier, F3, CoursePack, SequencesFunctionsandGraphs",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/edexcel-4ma1/course-packs/f3-sequences-functions-and-graphs-course-pack/listing-copy.md
course_pack,Edexcel 4MA1,Foundation Tier,F4,Edexcel 4MA1 F4 | Geometry and Trigonometry Course Pack | FOUNDATION TIER,"This F4 Geometry and Trigonometry Course Pack includes 11 micro-topics aligned to the Edexcel 4MA1 specification. It provides a full topic pathway from core fluency to exam-style applications, with targeted practice for common errors. Ideal for class revision, intervention lessons, and self-study preparation.","Edexcel4MA1, IGCSEMaths, FoundationTier, F4, CoursePack, GeometryandTrigonometry",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/edexcel-4ma1/course-packs/f4-geometry-and-trigonometry-course-pack/listing-copy.md
course_pack,Edexcel 4MA1,Foundation Tier,F5,Edexcel 4MA1 F5 | Vectors and Transformation Geometry Course Pack | FOUNDATION TIER,"This F5 Vectors and Transformation Geometry Course Pack includes 2 micro-topics aligned to the Edexcel 4MA1 specification. It provides a full topic pathway from core fluency to exam-style applications, with targeted practice for common errors. Ideal for class revision, intervention lessons, and self-study preparation.","Edexcel4MA1, IGCSEMaths, FoundationTier, F5, CoursePack, VectorsandTransformationGeometry",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/edexcel-4ma1/course-packs/f5-vectors-and-transformation-geometry-course-pack/listing-copy.md
course_pack,Edexcel 4MA1,Foundation Tier,F6,Edexcel 4MA1 F6 | Statistics and Probability Course Pack | FOUNDATION TIER,"This F6 Statistics and Probability Course Pack includes 3 micro-topics aligned to the Edexcel 4MA1 specification. It provides a full topic pathway from core fluency to exam-style applications, with targeted practice for common errors. Ideal for class revision, intervention lessons, and self-study preparation.","Edexcel4MA1, IGCSEMaths, FoundationTier, F6, CoursePack, StatisticsandProbability",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/edexcel-4ma1/course-packs/f6-statistics-and-probability-course-pack/listing-copy.md
course_pack,Edexcel 4MA1,Higher Tier,H1,Edexcel 4MA1 H1 | Numbers and the Number System Course Pack | Higher Tier,"This H1 Numbers and the Number System Course Pack includes 11 micro-topics aligned to the Edexcel 4MA1 specification. It provides a full topic pathway from core fluency to exam-style applications, with targeted practice for common errors. Ideal for class revision, intervention lessons, and self-study preparation.","Edexcel4MA1, IGCSEMaths, HigherTier, H1, CoursePack, NumbersandtheNumberSystem",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/edexcel-4ma1/course-packs/h1-numbers-and-the-number-system-course-pack/listing-copy.md
course_pack,Edexcel 4MA1,Higher Tier,H2,"Edexcel 4MA1 H2 | Equations, Formulae and Identities Course Pack | Higher Tier","This H2 Equations, Formulae and Identities Course Pack includes 8 micro-topics aligned to the Edexcel 4MA1 specification. It provides a full topic pathway from core fluency to exam-style applications, with targeted practice for common errors. Ideal for class revision, intervention lessons, and self-study preparation.","Edexcel4MA1, IGCSEMaths, HigherTier, H2, CoursePack, EquationsFormulaeandIdentities",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/edexcel-4ma1/course-packs/h2-equations-formulae-and-identities-course-pack/listing-copy.md
course_pack,Edexcel 4MA1,Higher Tier,H3,"Edexcel 4MA1 H3 | Sequences, Functions and Graphs Course Pack | Higher Tier","This H3 Sequences, Functions and Graphs Course Pack includes 4 micro-topics aligned to the Edexcel 4MA1 specification. It provides a full topic pathway from core fluency to exam-style applications, with targeted practice for common errors. Ideal for class revision, intervention lessons, and self-study preparation.","Edexcel4MA1, IGCSEMaths, HigherTier, H3, CoursePack, SequencesFunctionsandGraphs",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/edexcel-4ma1/course-packs/h3-sequences-functions-and-graphs-course-pack/listing-copy.md
course_pack,Edexcel 4MA1,Higher Tier,H4,Edexcel 4MA1 H4 | Geometry and Trigonometry Course Pack | Higher Tier,"This H4 Geometry and Trigonometry Course Pack includes 11 micro-topics aligned to the Edexcel 4MA1 specification. It provides a full topic pathway from core fluency to exam-style applications, with targeted practice for common errors. Ideal for class revision, intervention lessons, and self-study preparation.","Edexcel4MA1, IGCSEMaths, HigherTier, H4, CoursePack, GeometryandTrigonometry",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/edexcel-4ma1/course-packs/h4-geometry-and-trigonometry-course-pack/listing-copy.md
course_pack,Edexcel 4MA1,Higher Tier,H5,Edexcel 4MA1 H5 | Vectors and Transformation Geometry Course Pack | Higher Tier,"This H5 Vectors and Transformation Geometry Course Pack includes 2 micro-topics aligned to the Edexcel 4MA1 specification. It provides a full topic pathway from core fluency to exam-style applications, with targeted practice for common errors. Ideal for class revision, intervention lessons, and self-study preparation.","Edexcel4MA1, IGCSEMaths, HigherTier, H5, CoursePack, VectorsandTransformationGeometry",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/edexcel-4ma1/course-packs/h5-vectors-and-transformation-geometry-course-pack/listing-copy.md
course_pack,Edexcel 4MA1,Higher Tier,H6,Edexcel 4MA1 H6 | Statistics and Probability Course Pack | Higher Tier,"This H6 Statistics and Probability Course Pack includes 3 micro-topics aligned to the Edexcel 4MA1 specification. It provides a full topic pathway from core fluency to exam-style applications, with targeted practice for common errors. Ideal for class revision, intervention lessons, and self-study preparation.","Edexcel4MA1, IGCSEMaths, HigherTier, H6, CoursePack, StatisticsandProbability",/Users/zhuxingzhe/Project/ExamBoard/25maths-website/projects/kahoot-channel/task-trees/kahoot-cover-generation/snapshot/edexcel-4ma1/course-packs/h6-statistics-and-probability-course-pack/listing-copy.md
